Clade	j	b	Tmin	c	Tmax	topt	resid
828	Clade A1	828	0.0753363480244597	252.623047294707	0.116357307596197	292.76116899812	7.39999999999998	2.05090979775848e-15
832	Clade A1	832	0.0497812263243749	247.314184364667	0.154154264992952	295.322791410032	10.2	1.43042230579539e-15
836	Clade A1	836	0.0385257281721822	237.517239835616	0.113969412001308	299.550966122006	10.5	6.1814601913013e-16
841	Clade A1	841	0.0348207753660548	235.758831336938	0.443507209642962	291.003252634507	11	4.50325126352282e-15
848	Clade A1	848	0.465530187259477	263.202527118056	0.0133698813237079	296.095900815798	7.5	2.31089128904778e-15
851	Clade A1	851	0.0575253399183475	251.619868880853	0.144028806920026	296.170157210518	11.1	9.67869993826625e-16
854	Clade A1	854	0.01108234198623	152.915803960488	0.193601481649679	299.899193143139	10	4.71027737605132e-16
862	Clade A1	862	0.260315667546381	265.544968704072	0.0352046581025644	294.693701704658	8.80000000000001	2.48563538387959e-15
866	Clade A1	866	0.0156754381980733	191.689285720534	0.619058237535423	290.654268240639	11.1	1.89389860563516e-15
878	Clade A1	878	0.044954639869891	242.606545735719	0.162186443191595	293.934943573528	8.69999999999999	2.58708170391554e-15
887	Clade A1	887	0.125930103133084	262.631963156265	0.100348207183689	291.665900019391	8.19999999999999	1.98680296305801e-15
889	Clade A1	889	0.0478934454655865	244.932224972699	0.214792075508834	293.980496079533	10.6	2.40690616200898e-15
891	Clade A1	891	0.0176709672439285	198.57943174914	0.200470475018764	298.990634918608	11.5	2.71947991102104e-16
894	Clade A1	894	0.0311414722483625	233.406415844741	0.718945577374364	291.186642382009	13.1	2.7888484159978e-15
895	Clade A1	895	0.0355503650712324	236.417440987389	0.522050915817004	291.285876775275	12	6.44885732879246e-15
897	Clade A1	897	0.0721461098985677	249.829014776171	0.0566602557021564	300.237728619695	8.89999999999998	1.65419505046575e-15
899	Clade A1	899	0.0980220723112324	258.794903439532	0.0963361896212583	294.124868397685	9	2.27528013451375e-15
901	Clade A1	901	0.0247826347433628	219.959308713748	0.565261174996135	291.870235309105	12.4	2.26713957126169e-15
903	Clade A1	903	0.0370520924164007	242.148196281233	0.556378976710334	291.62001677844	12.8	3.88578058618805e-15
912	Clade A1	912	0.0130027661387094	173.685557387448	0.0981057302850253	312.063071853888	13.7	2.22044604925031e-16
916	Clade A1	916	0.0534663923309101	244.463167797847	0.110051681630427	295.034795991073	7.5	1.80731214395321e-15
928	Clade A1	928	0.0233234723518116	213.10916047312	0.284092047851998	292.031762385026	8.39999999999998	5.95290777492186e-15
932	Clade A1	932	0.0292453812305816	228.489020053497	0.377865470986097	292.580089598683	11.4	2.46759399257145e-15
939	Clade A1	939	0.0629935240529546	250.663699404563	0.193178622317491	291.429361846392	8.39999999999998	5.00709353258507e-15
947	Clade A1	947	0.0470984460409042	242.209233824599	0.143371100212005	293.581701827105	7.5	7.30135198854559e-16
950	Clade A1	950	0.105899898785504	259.9817141058	0.089623693524713	293.274938513147	8.30000000000001	2.20442882300107e-15
952	Clade A1	952	0.0490434457571844	249.683986880349	0.448100178106989	291.47302161848	12.2	3.22012528026176e-15
956	Clade A1	956	0.00835799233694895	102.738636523402	0.556801231544041	291.098377940949	9.80000000000001	3.33436776360356e-15
957	Clade A1	957	0.0359817306564226	236.942709366867	0.246727395490363	292.500246415316	9.39999999999998	4.71027737605132e-16
958	Clade A1	958	0.0529317443498733	249.722268224112	0.307576184725989	291.448708575004	10.5	5.48297328644842e-15
972	Clade A1	972	0.07465931727582	252.759933135242	0.0990724168025677	295.316768054908	8.69999999999999	4.15407418105522e-16
973	Clade A1	973	0.135077356134385	259.145623422223	0.0679240518305324	292.172393943704	6.39999999999998	1.27070833214167e-15
974	Clade A1	974	0.0368642433610777	238.681209339514	0.185764749922756	294.009181234445	9.10000000000002	4.07921986653156e-15
977	Clade A1	977	0.0303180265356212	231.502206033642	0.356312564323382	292.207953803106	10.8	2.12688134445172e-15
979	Clade A1	979	0.0711881529632691	253.880633231554	0.0948539357174654	296.624369302299	9.69999999999999	1.95159397878252e-15
981	Clade A1	981	0.0979222783394631	254.680681977808	0.0648879056980118	295.679729717694	7.5	2.06513420117219e-15
982	Clade A1	982	0.0882296320604154	254.79825879707	0.0565915324596509	300.752141626026	10.6	2.9373740229761e-16
988	Clade A1	988	0.0440254766196043	240.933029286378	0.19603951991068	293.253784843319	9	2.65062114175614e-15
990	Clade A1	990	0.0516340804866858	244.31637767589	0.119437856973013	295.518789560205	8.39999999999998	2.71947991102104e-16
992	Clade A1	992	0.10354403679694	258.251907796532	0.0950413288569339	291.541215029093	6.80000000000001	9.80620630637836e-15
995	Clade A1	995	0.0972061042417174	258.262721726444	0.0959168974850375	293.643720534473	8.39999999999998	8.94608316667135e-15
996	Clade A1	996	0.167355731112766	261.326878404198	0.040223563562432	298.444818923247	9.89999999999998	2.03204178125506e-15
1003	Clade A2	3	0.144819660482436	262.136200722098	0.0540859757390458	296.383265704392	9.60000000000002	2.12688134445172e-15
1012	Clade A2	12	0.0627806925657453	255.954585378376	0.175272829999036	292.377605692236	9.5	1.81581718925418e-15
1015	Clade A2	15	0.0797632443853446	257.170256075254	0.144567219212309	290.755886019905	7.5	1.35092975957351e-15
1017	Clade A2	17	0.0343955083802231	238.71485041642	0.533911733383786	291.511945826992	12.4	3.38981834619379e-15
1022	Clade A2	22	0.0312024354639381	231.014743818568	0.236425142362499	291.476532274381	7.69999999999999	3.57174466495312e-15
1030	Clade A2	30	0.0719873173265533	257.12177406176	0.321072246177532	290.367108503114	10.4	4.68140385174909e-15
1040	Clade A2	40	0.0114633280362551	156.387337848733	0.490893385911106	291.425260133345	10	9.82092519139173e-16
1044	Clade A2	44	0.0473188663541747	244.248298783187	0.152006869493127	292.675558597227	7.39999999999998	1.81496847820559e-15
1046	Clade A2	46	0.0303226791409256	234.995031519014	0.495305466330742	290.587478717878	11.1	4.7591707805007e-15
1048	Clade A2	48	0.0266541092832763	229.726248652485	0.461926087431706	290.146534384236	10.1	3.84041920398881e-15
1057	Clade A2	57	0.0424408091905671	242.473980256074	0.216242212982165	291.297134859794	8	8.33554973698013e-15
1061	Clade A2	61	0.068468328473968	253.335937514851	0.0870802415078725	296.228574901645	8.89999999999998	9.67869993826625e-16
1065	Clade A2	65	0.410988842542861	262.091214650356	0.0159927087240851	293.659965232245	5.80000000000001	3.34912167532194e-15
1067	Clade A2	67	0.0374945517659085	241.02258650847	0.356859441350019	292.08031339566	11.2	3.72752317105974e-15
1080	Clade A2	80	0.133432237414209	262.211220588086	0.0950172203061058	291.52952834592	7.80000000000001	1.61269209612391e-15
1083	Clade A2	83	0.0471355073329396	246.557437751093	0.213379872630199	291.465718464508	8.5	6.10622663543836e-16
1094	Clade A2	94	0.0558613550865143	251.517950103943	0.262132494764802	293.70650514993	12	1.01977474974177e-14
1111	Clade A2	111	0.164547227318481	257.703448854591	0.0259544403046757	298.592480309497	7.60000000000002	8.67111901826273e-16
1117	Clade A2	117	0.023957076816713	224.226654096709	0.475745294075106	290.862297446715	10.8	4.66954049756232e-15
1119	Clade A2	119	0.0842153071687902	255.021945357119	0.0948641554049155	293.71510992999	7.69999999999999	6.06089245798541e-15
1120	Clade A2	120	0.190526203068047	261.154988659258	0.0397457557076432	292.004207154899	5.69999999999999	2.53899049030377e-15
1124	Clade A2	124	0.0478660295415804	248.164074497189	0.264038354792444	290.85390260734	9.10000000000002	1.51643013475674e-15
1132	Clade A2	132	0.0406322854800979	241.064727867562	0.263775738491481	291.711458586329	9.30000000000001	3.94402725330681e-15
1133	Clade A2	133	0.229254406945634	265.700164112872	0.0602789046977922	291.117215482484	7.5	8.64482592016893e-15
1140	Clade A2	140	0.0662492020578068	255.053085451176	0.224939032520503	290.951230181822	9.19999999999999	3.18899364664503e-15
1145	Clade A2	145	0.0546311483214873	249.742715660183	0.188983693695686	290.636101600911	7.5	1.79898101116947e-15
1149	Clade A2	149	0.16793467357675	262.534430521817	0.0593885143825252	295.469917293163	9.39999999999998	3.16559610289052e-15
1159	Clade A2	159	0.356306725342094	263.224194425528	0.0181389737089154	296.062210310704	7.80000000000001	3.12296481542411e-15
1161	Clade A2	161	0.0249889726679534	223.754831703055	0.491340754801378	291.365917686338	11.4	3.83670011219805e-15
1162	Clade A2	162	0.0450623467224419	248.212048545743	0.421303663302098	290.372494008646	10.8	5.18516943056308e-15
1163	Clade A2	163	0.0504409374688633	247.578911883807	0.171053915859435	293.215002025671	8.89999999999998	2.57095149101203e-15
1167	Clade A2	167	0.0897036824606136	255.842616488395	0.0602193106751584	297.865014561422	9.10000000000002	1.60886601221371e-15
1169	Clade A2	169	0.0861058578580107	257.519269533705	0.127413676804395	291.063765281344	7.39999999999998	4.5607909151111e-15
1175	Clade A2	175	0.147274535751004	261.70774154349	0.0536844560229716	294.710728329919	8.30000000000001	6.72418561004902e-15
1179	Clade A2	179	0.154942134648824	257.159175129446	0.0243381092231359	300.637534851703	8.5	1.19574679205636e-15
1180	Clade A2	180	0.0230996399284851	216.895059280165	0.718448580421636	290.530951962263	12.1	1.25484673268531e-14
1182	Clade A2	182	0.0268681126702538	224.82573741807	0.62169097611242	291.913331541615	13	2.66453525910038e-15
1183	Clade A2	183	0.0639027910417312	252.224474802962	0.122638144519058	292.709967474351	7.5	3.43855625438673e-15
1198	Clade A2	198	0.490071860191137	263.432711261067	0.0149150511913889	293.411245606955	6.19999999999999	1.55530318914042e-15
1205	Clade A2	205	0.214872235318302	260.794506910312	0.0290810551573456	293.453292441314	5.89999999999998	3.23682852456947e-15
1209	Clade A2	209	0.277296595804878	263.099702461505	0.0224618058626033	297.112047265557	8.60000000000002	1.65419505046575e-15
1215	Clade A2	215	0.158856713286518	260.585862245249	0.0486994038317275	293.879864642352	7.10000000000002	1.4432899320127e-15
1219	Clade A2	219	0.130612631272663	260.373059964766	0.0781975265242937	291.594024413958	6.80000000000001	1.60503080768326e-15
1222	Clade A2	222	0.0747309644843635	256.802321561042	0.139052042295687	292.518771059077	8.80000000000001	3.43676347206758e-15
1235	Clade A2	235	0.109728007574949	258.968248654602	0.0600682976658014	296.718971254982	9.19999999999999	2.65990530728087e-15
1236	Clade A2	236	0.0921540286166807	260.632184165	0.165185672536568	292.005603445087	9.69999999999999	2.74934352995966e-15
1253	Clade A2	253	0.0962179919056729	259.404864122581	0.13168424499387	291.180818726076	8	4.33067036363228e-15
1256	Clade A2	256	0.0760485760491223	255.457371749054	0.132211295995786	291.48516090281	7.39999999999998	2.26458964404466e-15
1261	Clade A2	261	0.11730367671409	260.19762432885	0.0967655007586761	291.301539028625	7.19999999999999	3.41213008248656e-15
1263	Clade A2	263	0.0536604499443475	250.232124644891	0.249250639742341	291.514439197316	9.69999999999999	3.76372155279279e-15
1273	Clade A2	273	0.0962255395510207	258.44840679942	0.0924741489425077	293.348425634883	8.10000000000002	3.04907347034244e-15
1275	Clade A2	275	0.0113146160095986	162.618935786614	0.328395505025993	292.662685934658	8.39999999999998	6.37774571658814e-16
1284	Clade A2	284	0.130003948370285	258.784477797196	0.0629286755061806	292.011515787027	6	2.90201765342951e-15
1285	Clade A2	285	0.0629901855965856	254.111219342697	0.170464182594286	291.918465306693	8.69999999999999	2.97748899578207e-15
1286	Clade A2	286	0.159125979860398	261.464234270256	0.0530711493085617	292.432939916002	6.69999999999999	2.1130726402723e-15
1290	Clade A2	290	0.0466236420684122	248.230537460617	0.334717769627386	291.443005432627	10.8	3.51302705421313e-15
1291	Clade A2	291	0.103080306926541	259.611877040679	0.0947442558504314	291.55708656416	7.19999999999999	3.16084706676916e-15
1292	Clade A2	292	0.0544918103199986	249.805191641183	0.247578121127677	291.190955861595	9.30000000000001	4.81355946420292e-14
1302	Clade A2	302	0.119232996941417	260.747254635936	0.0795412270594848	293.34067139401	8.19999999999999	1.5622222714862e-15
1304	Clade A2	304	0.121440572113123	260.351673459709	0.0813571756958709	291.518046592093	6.80000000000001	3.63428501339777e-15
1309	Clade A2	309	0.754120828897078	264.491331520319	0.0114563080839214	291.790507759786	5.69999999999999	2.55893763326045e-15
1310	Clade A2	310	0.150465683745886	257.991040058537	0.0298856931227954	298.233461867053	7.80000000000001	1.9798112593924e-15
1312	Clade A2	312	0.0370044743174973	238.79226689373	0.26495325836677	291.854869130989	9.30000000000001	3.05865939552861e-15
1314	Clade A2	314	0.0545944316609624	251.103572136924	0.201499859665173	291.142208504226	8.39999999999998	4.42176896676197e-15
1328	Clade A2	328	0.043273048890396	246.175244639718	0.186602278256736	294.73386618486	10.6	2.1441968107525e-15
1331	Clade A2	331	0.0823469377980585	256.558992693243	0.100063041858035	293.178226790329	7.89999999999998	7.23372284629591e-15
1364	Clade A2	364	0.124176044713205	260.985527985706	0.0698909401131125	294.692353857755	8.80000000000001	3.08074386568249e-15
1366	Clade A2	366	0.0532225703027501	249.001373623067	0.159534264286577	295.031458530869	10.3	3.33066907387547e-16
1369	Clade A2	369	0.225752546497974	261.684600764412	0.0276984939781172	295.453251385485	7.39999999999998	3.90634460018173e-15
1370	Clade A2	370	0.0608940529859387	251.706158017912	0.189195618915638	290.052482792926	7.19999999999999	6.39057460456367e-15
1371	Clade A2	371	0.595410613486115	265.010271999793	0.0152209778330446	293.098676278032	6.80000000000001	2.4582102826059e-15
1372	Clade A2	372	0.293184166022399	262.473894278913	0.0226740103040506	294.868536870014	7.10000000000002	3.18887285829407e-16
1373	Clade A2	373	0.244597331113991	261.501248517875	0.0263781830663381	294.215473391267	6.5	1.16441173166909e-15
1376	Clade A2	376	0.0384011444474364	242.715039025575	0.513370539900726	290.813943105879	11.7	3.28079826767684e-15
1384	Clade A2	384	0.0518375636843218	249.403816297536	0.216884672390692	292.069841530091	9.39999999999998	3.32881818788987e-15
1385	Clade A2	385	0.0635034051659566	252.03521308416	0.121911882043745	291.893669591974	6.80000000000001	1.51108654353929e-15
1388	Clade A2	388	0.0422502647000199	243.091355766869	0.321753340327307	291.708114334699	10.5	3.61675492427647e-15
1389	Clade A2	389	0.0361255701931206	240.266662950958	0.629144991063905	290.933269361806	12.6	3.33066907387547e-16
1399	Clade A2	399	0.1717798117222	259.690203124571	0.034881441144379	293.847538461975	6.10000000000002	3.5108334685767e-16
1403	Clade A2	403	0.0530795113591562	249.67840363472	0.245715108710063	293.043597526091	10.9	3.37843620961185e-15
1414	Clade A2	414	0.360154566382393	263.659979792382	0.0239393132725072	291.835687689184	5.89999999999998	1.10465796188854e-15
1415	Clade A2	415	0.127814453737299	260.82973116546	0.0817542970550278	291.058142951176	6.69999999999999	4.05430966865583e-15
1417	Clade A2	417	0.0183440920060999	208.796237287584	0.303915174644705	292.398029991881	9	1.70555697295707e-15
1419	Clade A2	419	0.0731733908854774	255.976820178811	0.147415962081125	292.144960065537	8.5	9.55049957678547e-16
1425	Clade A2	425	0.0749433839599432	258.363402308018	0.141738278533778	295.207808579423	11.3	2.02063640522013e-15
1431	Clade A2	431	0.024660861182436	225.252426712515	1.14810625326536	290.585530011713	13.9	6.78872102808834e-15
1438	Clade A2	438	0.762376766666051	264.140024768443	0.011047318537252	292.23391247082	5.69999999999999	9.74612050290671e-16
1442	Clade A2	442	0.553778729370684	262.931779037352	0.0118721718914461	294.015104652174	6.19999999999999	2.04413737487052e-15
1452	Clade A2	452	0.0286475954498793	231.918123633529	0.59376759426287	291.883972779039	13	2.01069941544172e-15
1454	Clade A2	454	0.151051014720273	261.029616895547	0.0505317826844509	294.753449126923	8	3.08124394585228e-15
1455	Clade A2	455	0.047455045446264	248.368322616426	0.415419576284892	291.624021942068	11.9	5.9573061253567e-15
1459	Clade A2	459	0.116994572157597	258.518630874028	0.0557136601647987	293.500090150228	6.60000000000002	4.04127281044027e-16
1462	Clade A2	462	0.395216618806939	264.232165746529	0.0221941269512747	292.558426622409	6.39999999999998	1.18018326364207e-15
1466	Clade A2	466	0.044379363789829	247.62834966922	0.443238927036509	291.080076540109	11.6	6.17572472465291e-15
1467	Clade A2	467	0.0552244264217415	248.311833410641	0.106515327361062	293.537937751583	6.69999999999999	8.38200002214545e-16
1468	Clade A2	468	0.12480729936037	260.976759114002	0.10221399424008	291.21392121893	7.5	6.30485480024342e-16
1478	Clade A2	478	0.167685862981051	260.02784606477	0.0338639281729175	295.779422132071	7.30000000000001	2.21488797783165e-15
1489	Clade A2	489	0.0350517412830207	240.509186257188	0.725163131338818	291.000681571846	13.1	6.553137838316e-15
1492	Clade A2	492	0.0617460380025881	251.21576009267	0.14560474867382	292.25237050182	7.80000000000001	1.54237111854025e-15
1495	Clade A2	495	0.0304101148503164	233.712017552161	0.323106190487517	292.622462980422	10.8	1.13764006725687e-15
1499	Clade A2	499	0.0543701804881407	253.184086260111	0.255370452840288	290.91949552546	9.5	1.45207028174092e-15
1500	Clade A2	500	0.313139602401146	261.537613580325	0.0182936293351852	295.6308315277	6.80000000000001	7.61130558624262e-16
1504	Clade A2	504	0.188100512082763	261.105762105553	0.0396549210575431	294.549780687904	7.30000000000001	2.35513868802566e-15
1506	Clade A2	506	0.0451627150580494	245.265088733241	0.347607797152658	291.770858335506	11.1	3.18887285829407e-16
1517	Clade A2	517	0.0218518382696269	216.34137977773	0.360464682850829	290.571703312643	8.69999999999999	4.76046557277917e-15
1531	Clade A2	531	0.0365719751081029	239.712500907466	0.311756940007702	292.874917780953	11.2	2.70356973739137e-15
1534	Clade A2	534	0.0363131323058562	239.810663745403	0.276354694690977	290.725644872207	8.60000000000002	3.34221388864417e-16
1535	Clade A2	535	0.125905455170907	258.655956205841	0.0512548088364902	294.03795654564	6.69999999999999	1.21238184313208e-15
1542	Clade A2	542	0.0750136588133067	256.55655713616	0.146630149707538	293.597540823503	9.80000000000001	1.11576033091875e-15
1547	Clade A2	547	0.0423588275686408	245.92737313376	0.174407131436035	292.527212741282	8.19999999999999	4.9026121308903e-15
1550	Clade A2	550	0.0864658466880296	257.057366832571	0.125016000645067	290.869327537521	7	5.52559070094408e-15
1554	Clade A2	554	0.0716483456670975	258.15509363631	0.216442375517959	293.025667476166	11.3	1.59443642914704e-15
1559	Clade A2	559	0.137007228260568	258.361197847921	0.0440780028526769	294.255908218956	6.39999999999998	3.47909248432474e-15
1560	Clade A2	560	0.342932447801411	265.179947092503	0.0292969946342838	292.550960169292	7.10000000000002	3.03235221016333e-15
1573	Clade A2	573	0.0617481382363074	253.146781710136	0.235321787227454	291.431716406871	9.60000000000002	4.33449325682788e-15
1574	Clade A2	574	0.208569040006597	262.352422648811	0.0346603661233764	294.393900963248	7.39999999999998	5.36049202688126e-15
1575	Clade A2	575	0.0346041327306703	239.824124928625	0.34003531304936	291.462408865147	10.3	3.18161716548351e-15
1576	Clade A2	576	0.0966991434047717	257.752006999558	0.0724114690218548	295.163825320863	8.39999999999998	1.35178486869568e-15
1593	Clade A2	593	0.0395044309605062	243.795107714185	0.52768566840546	291.103164090013	12.2	7.73917828496589e-15
1597	Clade A2	597	0.230969316342508	261.931290733012	0.0298617891812798	292.634343425079	5.89999999999998	3.11271077426466e-15
1600	Clade A2	600	0.0129837944805377	181.937065143418	0.46739525422565	292.025810219819	10.7	1.51515956047856e-15
1603	Clade A2	603	0.0451822671457229	245.055833038293	0.143217189402884	295.292430537445	9.39999999999998	1.40871509351487e-15
1604	Clade A2	604	0.0590425583628536	253.648876528304	0.208270354188995	292.335894345843	9.89999999999998	1.56714577020857e-15
1613	Clade A2	613	0.0724106217905469	254.423636344138	0.128010188523509	292.466747543294	7.89999999999998	3.25249873151862e-15
1614	Clade A2	614	0.196775993430884	263.500694138242	0.0627862481980934	290.263246966012	6.30000000000001	3.5204818599688e-15
1617	Clade A2	617	0.122312754789028	262.076840604944	0.112004029893936	290.66969958665	7.60000000000002	1.3414875847489e-15
1619	Clade A2	619	0.0731549641346237	254.158380471904	0.0937836350909781	292.433258458123	6.5	1.64766223771993e-15
1624	Clade A2	624	0.0251245474526796	222.094864700596	0.199577230062748	294.011160516253	8.19999999999999	2.48253415324727e-16
1637	Clade A2	637	0.28573631629328	262.10023604409	0.0244788129472053	293.398024718387	6.10000000000002	9.63082478927372e-16
1659	Clade A2	659	0.0242932272451258	224.75139300052	0.67455132276534	291.414753511625	12.9	1.11022302462516e-15
1664	Clade A2	664	0.0722798256505231	254.557733244819	0.118172450551084	292.552431619248	7.60000000000002	7.08218742534153e-15
1666	Clade A2	666	0.0400482699000977	240.185980145358	0.147278101083716	293.855506230546	7.69999999999999	2.74878306852687e-15
1672	Clade A2	672	0.0415247384556975	242.317500575048	0.265721145680705	291.220163581297	9	2.22044604925031e-16
1676	Clade A2	676	0.0177135346721571	202.305270543031	0.263100632423993	294.237659874456	9.5	1.03554709841456e-15
1679	Clade A2	679	0.106560759121002	259.188247548577	0.0944308254723046	291.921277697997	7.30000000000001	3.45241875209595e-15
1684	Clade A2	684	0.083228249302265	257.382222712925	0.131122989394974	290.53578089378	7	1.77310124956747e-15
1700	Clade A2	700	0.0675002291155764	255.346959093459	0.16962913670735	290.836380890648	8	4.98396168230945e-15
1705	Clade A2	705	0.054774162784294	249.349834809568	0.203024365038828	291.399708872141	8.5	2.60606971431832e-15
1706	Clade A2	706	0.0681941303423461	251.794125582342	0.116768600884594	291.778648985623	6.39999999999998	2.71947991102104e-16
1708	Clade A2	708	0.385165842816207	262.021525710744	0.014835421884485	294.306409238917	6.10000000000002	1.50290739527669e-15
1709	Clade A2	709	0.0283518022715975	224.866048164218	0.111937347892981	300.013458495025	9.10000000000002	1.11022302462516e-16
1713	Clade A2	713	0.0467946977027101	248.081078152728	0.255246342080698	291.119031635892	9.19999999999999	5.86030568898186e-15
1717	Clade A2	717	0.0311066447919731	234.151880807662	0.483909387006739	290.884750642411	11.2	3.94285512174792e-15
1721	Clade A2	721	0.0854197657576691	256.474521430681	0.105060473845471	291.889333764232	7	2.34530508061743e-15
1726	Clade A2	726	0.0582506003133954	250.281388692244	0.128638637137796	293.018437854862	7.69999999999999	1.61650912417611e-15
1736	Clade A2	736	0.0403288418706584	241.973801587689	0.279093789762179	291.787213872792	9.80000000000001	1.23798579451652e-14
1738	Clade A2	738	0.0494050500416311	247.968186893252	0.138710035787007	292.649579684752	7.39999999999998	4.70536827896347e-15
1739	Clade A2	739	0.056459419113075	252.320765060653	0.291881551022435	291.198023551219	10.3	6.04638508336479e-15
1748	Clade A2	748	0.0343103480522601	236.498818630252	0.260624780866541	292.331501435487	9.5	2.47756410991744e-15
1749	Clade A2	749	0.062016517352691	249.455057351298	0.11432505427685	294.632404684094	8.19999999999999	1.37775054098631e-15
1753	Clade A2	753	0.0294171402675957	232.078728189381	0.320441026197824	292.198809595609	10.3	4.11868801321037e-15
1756	Clade A2	756	0.0634031874006542	255.241835702474	0.222046695823371	291.858066300859	10	2.13916094482488e-15
1758	Clade A2	758	0.0898225476219002	257.33293499683	0.119976770597873	290.536150386453	6.69999999999999	5.18516943056308e-15
1762	Clade A2	762	0.0552447594336272	252.158584302718	0.32131053772226	291.909597749645	11.4	6.26759985079437e-15
1764	Clade A2	764	0.495127738756205	263.669880746437	0.0131129947115238	295.262104799973	7.30000000000001	3.89528515950507e-15
1768	Clade A2	768	0.0106833882312785	153.56187565852	0.481117878281284	290.725991456186	9.10000000000002	5.66866438732372e-15
1777	Clade A2	777	0.165114607527623	260.779624145114	0.0479968061239498	291.822323141287	5.80000000000001	9.55049957678547e-16
1778	Clade A2	778	0.200990721347836	264.304865975429	0.0530612506748263	293.424541782015	8.30000000000001	1.42286245208026e-15
1783	Clade A2	783	0.0429444916954703	246.331550238987	0.631047622564372	290.181225357815	12.1	9.0487539816624e-15
1784	Clade A2	784	0.0572781302838335	249.031492693732	0.105357190011573	294.643083376457	7.69999999999999	1.47392298892066e-15
1791	Clade A2	791	0.0923238132778582	260.253987226957	0.133365943015505	293.806916603521	10.3	1.9798112593924e-15
1802	Clade A2	802	0.0653962696729696	252.970267314132	0.142848388995861	291.880504098917	7.69999999999999	3.19321836045764e-15
1810	Clade A2	810	0.135023813387684	260.660766976656	0.0579655767603924	294.539623269958	8.10000000000002	1.77982290482175e-15
1813	Clade A2	813	0.145441660991316	261.781740772949	0.0715422728854665	291.558905136637	6.89999999999998	2.76234220176687e-15
1814	Clade A2	814	0.0428997515476782	245.77295653097	0.658475631599058	290.857568932798	12.8	6.33703009748314e-15
1816	Clade A2	816	0.0219152222629355	214.790959971538	0.336538022433276	291.653210278483	9.19999999999999	1.68373658217015e-15
1821	Clade A2	821	0.0744386994850942	253.275840861756	0.0677832919097263	297.943609095384	9	7.19506753999772e-16
1824	Clade A2	824	0.058577413843927	252.677980953415	0.239335011559605	290.269738552978	8.60000000000002	5.63547555960857e-16
1827	Clade A2	827	0.0642630655779938	255.09024426825	0.273440246151692	292.070474846189	11.1	1.34584493686951e-14
1829	Clade A2	829	0.0274089467727878	225.555306092805	0.664693397468594	290.630313874121	12.1	7.22583774826945e-15
1833	Clade A2	833	0.0760142941062412	256.048065395657	0.137094573721088	293.107600622391	9	2.08296302864827e-15
1838	Clade A2	838	0.0804493426922741	256.96839099444	0.167766329417099	290.34597154675	7.80000000000001	4.88058338164361e-15
1843	Clade A2	843	0.187892490910734	263.620424534267	0.0645772911243268	290.914132939242	6.80000000000001	2.09255688609864e-15
1851	Clade A2	851	0.0609846578126639	251.758746328039	0.19294750347239	293.453892990316	10.3	7.3643864125903e-16
1861	Clade A2	861	0.0665940616558486	254.336475584734	0.165603750417999	294.627656079775	10.9	1.63922465159876e-15
1863	Clade A2	863	0.43646404096805	264.237686678542	0.0188365760776465	292.785697942857	6.39999999999998	2.01987375699322e-15
1866	Clade A2	866	0.0793818960184285	257.143849253287	0.147194064079937	292.021362373236	8.60000000000002	3.84472333324011e-15
1876	Clade A2	876	0.057397239341897	251.377282407784	0.146797361994009	293.406223851485	8.80000000000001	6.95552731308039e-16
1882	Clade A2	882	0.0670776492793144	254.803942748635	0.191259813449852	291.195100585188	8.69999999999999	1.11056991512718e-15
1891	Clade A2	891	0.0347768127311204	236.230252545688	0.290629593850329	292.246893399994	10	8.47340948655004e-16
1903	Clade A2	903	0.0437309356246216	246.68046508824	0.342537201546289	291.192183191192	10.6	9.28812874355777e-15
1909	Clade A2	909	0.13438512417515	259.117978094893	0.0448062982933031	297.967690428726	9.10000000000002	1.92936191434154e-15
1915	Clade A2	915	0.0527436102392669	249.804885949301	0.155431525884558	293.564692738134	9	5.35330155814915e-16
1920	Clade A2	920	0.0790038721039163	255.007273417979	0.130018409957759	292.358116441304	8	2.3055512673781e-15
1923	Clade A2	923	0.0732553586163122	254.727461510626	0.128649589598125	291.212303493323	7	1.11443734295702e-14
1934	Clade A2	934	0.128157365040352	259.787158539837	0.0509272356621862	296.150769805291	8.5	4.80227607766052e-15
1935	Clade A2	935	0.0956977297128437	257.200313251215	0.0713444048582174	294.56344159071	7.69999999999999	7.53071733066673e-15
1939	Clade A2	939	0.0498608318847224	248.373894521659	0.31887226822544	290.783626226175	10	6.86208545329262e-15
1944	Clade A2	944	0.0106519118543067	157.140424292542	0.483715796893697	291.544436575422	10	3.5108334685767e-16
1945	Clade A2	945	0.0380346717826316	241.382475069697	0.204769702875523	292.711977541419	8.80000000000001	2.4980018054066e-15
1952	Clade A2	952	0.0244254999734682	222.705600806083	0.281085717677638	291.835827287256	8.60000000000002	2.22044604925031e-16
1964	Clade A2	964	0.0413122291666235	242.339027692825	0.308488426439295	291.977663145337	10.5	2.35317525401364e-15
1967	Clade A2	967	0.023975450135112	219.665126242923	0.528590617930711	290.211847592534	10.5	6.78986989785212e-15
1968	Clade A2	968	0.0227783229863016	221.493682720694	0.358741845288452	292.948038911147	11.2	3.5108334685767e-16
1974	Clade A2	974	0.0489259963158624	246.645802895322	0.158962051323562	292.114604491922	7.5	2.58767718826084e-15
