Clade	j	b	Tmin	c	Tmax	topt	resid
2952	Clade B	952	0.0652019912679235	253.918992153207	0.157222132778083	290.479858918933	7.10000000000002	3.53273529048296e-15
2953	Clade B	953	0.0416913877124601	243.588375173699	0.15702052936494	292.568170796948	7.39999999999998	3.33066907387547e-16
2956	Clade B	956	0.224536412156108	263.215044549503	0.04623220167498	291.142031984045	6.19999999999999	4.66368009708577e-15
2957	Clade B	957	0.0178556664858861	202.641252838526	0.348280271124773	292.454008827058	9.80000000000001	1.13895301303518e-14
2958	Clade B	958	0.0694856048902963	252.140393289512	0.0952745128850326	293.105916245279	6.60000000000002	2.59955822955862e-15
2959	Clade B	959	0.0652288507916686	249.174350605773	0.0551889795153632	298.593767935145	7.39999999999998	7.28021923224409e-16
2960	Clade B	960	0.0241428619407129	222.444856107819	0.82315066690142	290.787839609687	13	3.37113147412559e-15
2962	Clade B	962	0.106617620885185	258.657887941938	0.0646910297133057	293.37470550338	7	1.8718044114782e-15
2963	Clade B	963	0.0393744948363315	239.005264421306	0.101050277990602	296.221477449773	7	5.68820033628436e-16
2964	Clade B	964	0.162934951029572	258.662071877902	0.0317469960925296	295.602042128755	6.60000000000002	1.36990004664973e-15
2966	Clade B	966	0.410142775754181	263.339011841554	0.0157362229320401	294.309316120261	6.69999999999999	7.6315215729414e-16
2969	Clade B	969	0.0842995672965952	257.294546762627	0.123226730703812	291.827840427506	7.80000000000001	1.17773942507978e-14
2970	Clade B	970	0.165393225322654	261.644552531835	0.0537168729423148	291.520130545489	6.19999999999999	1.62411626795398e-15
2973	Clade B	973	0.0253739577846653	226.637278600674	0.301130788366531	291.70511474622	9.19999999999999	4.6111025347562e-16
2978	Clade B	978	0.0282730869105118	231.790983429202	0.360275550109459	291.111172672559	9.89999999999998	3.94558955372589e-15
2984	Clade B	984	0.0325598941361925	237.033901617196	0.285057305096949	291.398348369799	9.19999999999999	1.66533453693773e-16
2985	Clade B	985	0.0483888269871227	244.200008356029	0.0880671191342579	295.800995939559	6.69999999999999	1.89145644007303e-15
2990	Clade B	990	0.18204117197089	263.384718919117	0.0555281935144633	292.056742696555	7.19999999999999	1.0547118733939e-15
2992	Clade B	992	0.0187387560076297	208.852174276947	0.245052325857135	292.895309957372	8	6.00444906373008e-16
2994	Clade B	994	0.107673223422518	255.646405497617	0.0456332365126735	295.83127871171	6.60000000000002	2.9373740229761e-16
2995	Clade B	995	0.0288599756538285	230.20525766758	0.246357880521027	293.096724699064	9.39999999999998	1.28996258548478e-15
2996	Clade B	996	0.0156108901263489	201.332888804607	0.507503609203993	292.118813184451	11.7	1.01085181470584e-14
2999	Clade B	999	0.579836716343128	263.609774349609	0.0107056539837266	295.324365991025	7.10000000000002	1.67271964871755e-15
3001	Clade C	1	0.0439306794682061	245.700162689522	0.384172565588705	291.21739364452	11	2.0236841240038e-15
3003	Clade C	3	0.0341760311660766	237.455452859809	0.575460233104613	290.622532587833	11.8	6.44312076072269e-15
3005	Clade C	5	0.0695642638171224	254.662945028589	0.152587460644375	293.740978439792	9.80000000000001	2.23703740860447e-15
3007	Clade C	7	0.0754828606700001	255.7363172773	0.174475572914903	292.066617188811	9.19999999999999	1.14976446015147e-15
3010	Clade C	10	0.162309765866037	262.544308440866	0.0682667088659431	292.866258038455	7.89999999999998	1.84193327513039e-15
3013	Clade C	13	0.0614117714671827	252.628924712224	0.172080196470253	293.396711157289	9.80000000000001	1.23629203826026e-15
3014	Clade C	14	0.0433603928300095	243.565870372678	0.249510080260669	292.610937553901	10.1	3.73206716951993e-15
3015	Clade C	15	0.0347019480380141	238.961653616601	0.453730287070351	291.630773882705	11.8	2.90997058051826e-15
3017	Clade C	17	0.0629466022916765	252.480595919796	0.171088318040622	292.89375620948	9.30000000000001	3.31954827797488e-15
3021	Clade C	21	0.042372181670957	244.859313709288	0.443350003956554	291.684250765546	12.1	1.71276866251419e-15
3026	Clade C	26	0.0453800961423142	246.718288679881	0.625550541628304	290.817469203453	12.6	5.88627641820397e-15
3028	Clade C	28	0.0607322618349111	253.406900196371	0.197651210210336	292.869096562328	10.1	2.7721415236052e-14
3029	Clade C	29	0.0336906513660209	236.888539569565	0.504730480263836	291.125259753166	11.7	6.67058359029573e-15
3030	Clade C	30	0.0398981299297232	243.118007780873	0.361912042787599	291.973487780236	11.3	1.14304456355485e-15
3032	Clade C	32	0.0349630702096466	237.982178004523	0.600622040666974	290.864935408628	12.2	1.01652119564827e-14
3033	Clade C	33	0.0751639515119692	255.755509927761	0.186133943068738	292.139322927811	9.5	1.57009245868378e-16
3035	Clade C	35	0.138135726885681	261.198083669756	0.0727355197162162	293.2139515141	8	6.83937032842039e-15
3036	Clade C	36	0.0388915157591956	241.462050531304	0.726360017147968	290.929406944279	13.1	1.97123216689351e-15
3037	Clade C	37	0.0408092505877447	244.376564572829	0.587414025148825	291.104036287736	12.6	2.67837709384873e-15
3038	Clade C	38	0.066084439083208	253.372624252861	0.164018675929059	292.591297022181	9	2.47569777134002e-15
3039	Clade C	39	0.085695498866592	257.73060108391	0.119762945345216	294.04393914886	9.5	1.56922867022431e-14
3040	Clade C	40	0.069700286948555	254.388447182571	0.167851449839412	292.397290026818	9.10000000000002	1.63922465159876e-15
3041	Clade C	41	0.079538581514187	256.691019739138	0.153702779225041	292.710463801088	9.30000000000001	1.34263562739354e-15
3042	Clade C	42	0.0600253645138441	252.395006345376	0.238487722156802	291.76927133982	9.89999999999998	3.94402725330681e-15
3043	Clade C	43	0.0508865450223662	248.404717756662	0.239796684702151	292.56482591551	10.2	3.69096979865964e-15
3044	Clade C	44	0.0566636957785437	251.526371636931	0.200829824180536	293.073230783777	10.1	2.83270092319944e-15
3045	Clade C	45	0.0508486732501483	248.717482796777	0.319781311953007	291.471631997319	10.7	1.23129689848616e-15
3049	Clade C	49	0.0801100163462474	256.77675541673	0.145062151532934	292.81097208733	9.19999999999999	2.95828086349075e-15
3051	Clade C	51	0.0489941545961382	248.6650556223	0.310771802162979	291.84660426505	10.9	2.20442882300107e-15
3054	Clade C	54	0.0587303222688388	251.955491368057	0.232238711764756	291.99584985723	9.89999999999998	6.07409703236929e-15
3056	Clade C	56	0.0704902843147988	255.565980469288	0.172789579601757	292.727794602176	9.69999999999999	5.35330155814915e-16
3057	Clade C	57	0.0731473612824384	255.093820290124	0.146407351356816	292.793544149818	8.89999999999998	5.68820033628436e-16
3058	Clade C	58	0.035053302746406	237.711387989216	0.361973508738762	291.178137306669	10.3	6.47365704913894e-16
3060	Clade C	60	0.0617270998649115	250.878554308397	0.160757904493104	292.890100139049	8.80000000000001	1.10605185261577e-15
3061	Clade C	61	0.0907501678786316	257.788522025312	0.114463798542658	293.307703673048	8.80000000000001	1.97747519809575e-15
3063	Clade C	63	0.0512380538916712	250.880929592769	0.347891692698771	291.987751025746	11.7	4.23343048726324e-15
3064	Clade C	64	0.0455242431887106	246.731049865195	1.03243116398389	290.562428248257	13.9	6.38667796887914e-15
3065	Clade C	65	0.0338270535445603	235.980418484765	0.691183415753573	290.78536776559	12.6	7.92857827008092e-16
3067	Clade C	67	0.0442490642548496	245.864472389468	0.735634224444868	290.637766351186	13	1.89064168386892e-15
3068	Clade C	68	0.0380769010624057	241.511353905673	0.418831681525923	291.18479116831	11.2	4.65135750327455e-15
3069	Clade C	69	0.0359371257075232	239.021584535864	0.415548646076654	291.832231552508	11.6	6.95552731308039e-16
3071	Clade C	71	0.0484451815541226	247.157862880812	0.302175330392858	291.62316011352	10.4	7.6315215729414e-16
3076	Clade C	76	0.134706380996177	261.083194167275	0.0729324083040333	294.146476201846	8.60000000000002	2.92265025094455e-15
3077	Clade C	77	0.0555652972843173	252.013325815392	0.343117306987112	291.462665410337	11.2	3.87307153959791e-15
3081	Clade C	81	0.0426401380212392	244.363148816655	0.365633157710966	291.09500272931	10.6	8.88178419700125e-16
3082	Clade C	82	0.0362033601820941	238.985765886686	0.75514830626643	291.132854496234	13.4	5.00339962316854e-15
3087	Clade C	87	0.0384187584838146	242.802517205414	0.486057157670582	291.410486991614	12.1	2.06588014094771e-15
3089	Clade C	89	0.126815847990958	262.2294524052	0.111688045033212	291.66285078722	8.39999999999998	4.363896801037e-15
3093	Clade C	93	0.0438963630163072	245.742576458475	0.422822916302287	291.234981778496	11.5	2.43047574055462e-15
3095	Clade C	95	0.0704450716786953	256.345359714948	0.180972944563954	293.164802725148	10.4	1.99840144432528e-15
3097	Clade C	97	0.0910029984056525	258.167041514508	0.132680127979863	292.969793327678	9.19999999999999	2.32352465450795e-15
3099	Clade C	99	0.024921627530227	222.744140945237	0.838778062424405	290.742945812958	13	2.66915717976242e-15
3100	Clade C	100	0.038552184963204	242.427426383966	0.424276545197408	291.573108995502	11.6	2.49738493867157e-15
3101	Clade C	101	0.0393048928877365	242.378605029246	0.384568414727224	291.777469730258	11.4	2.74485663422388e-15
3102	Clade C	102	0.0587365986792657	250.149952685891	0.174719654987624	292.966252028056	9.19999999999999	3.0180918251395e-15
3105	Clade C	105	0.100452219459379	258.129235177381	0.0990752501300766	293.626754766794	8.5	1.59733277382148e-15
3106	Clade C	106	0.0374280469410186	240.803867518968	0.879692407164668	290.87079881544	13.6	9.6034291630076e-15
3107	Clade C	107	0.0491001111468641	247.857857740542	0.294715819292633	292.102583994453	10.8	4.00296604248672e-16
3112	Clade C	112	0.038762204412374	241.444545394878	0.360404505311991	291.227073385292	10.5	3.21054155281636e-15
3113	Clade C	113	0.0604856810896509	253.103385153173	0.305477330886213	291.582204317514	10.9	4.75228628134527e-15
3115	Clade C	115	0.0846856089985836	257.762002299993	0.125249399516868	293.432278636471	9.19999999999999	2.99554549237514e-15
3116	Clade C	116	0.0498811094712885	248.358279185897	0.297918017734995	291.613663311202	10.4	7.6315215729414e-16
3118	Clade C	118	0.032296221477382	233.812982894349	0.334603040863672	291.749652357801	10.2	2.85059355597367e-15
3120	Clade C	120	0.0593843097311892	251.635685894909	0.20567858568012	293.010215315469	10.2	8.30814836211045e-16
3121	Clade C	121	0.0382635681371926	240.528712042758	0.399859145362679	291.244915940729	11	4.6154442829351e-15
3123	Clade C	123	0.0752990300879654	255.384709461223	0.144446653132879	293.268796279711	9.30000000000001	2.22944836237007e-15
3127	Clade C	127	0.0375321274889882	240.522003217298	0.562803533100206	290.987089935383	12.2	5.28406680140859e-15
3130	Clade C	130	0.0320707002720745	235.165451022901	0.606854254773523	291.132855932207	12.4	1.51108654353929e-15
3131	Clade C	131	0.0399354534972897	242.434633292625	0.481211025502504	291.32095383596	11.9	4.00604406373544e-15
3133	Clade C	133	0.0566368882654902	251.326787241377	0.276460099785363	291.996752582917	10.7	3.47732060110091e-15
3134	Clade C	134	0.0542835187020837	250.756473083655	0.302737447575077	291.683522447442	10.8	1.87746723181423e-14
3135	Clade C	135	0.0650741017015657	252.691118963191	0.164999731503645	293.083035012325	9.30000000000001	3.56310681756815e-15
3143	Clade C	143	0.0748521672009538	255.919962390187	0.146840774285717	293.429110406391	9.60000000000002	8.81212206892831e-16
3144	Clade C	144	0.0395943049589651	240.69029969683	0.491057803744945	291.318654886928	12	2.27866345256775e-15
3145	Clade C	145	0.037985390613698	239.687632478118	0.395465030371957	291.514942394586	11.1	3.46489204757266e-15
3147	Clade C	147	0.0464383240319517	246.024200088182	0.351354565111977	291.476428964496	10.9	2.72683522224762e-15
3148	Clade C	148	0.0305953281007558	233.688333755735	0.654524964493797	291.004751344776	12.6	2.2813664943871e-15
3150	Clade C	150	0.0357507927321616	239.554447279948	0.58638137848688	290.920132141139	12.2	6.1814601913013e-16
3151	Clade C	151	0.0547373133809411	250.418206403812	0.240818763540462	292.408805575549	10.3	3.18113286421493e-15
3152	Clade C	152	0.0439970925879999	244.151372618839	0.297546566850285	291.706437124581	10.2	4.69619090105663e-15
3153	Clade C	153	0.0387022628797444	241.53706518888	0.405217372744071	291.284151744983	11.1	5.35099856748195e-15
3154	Clade C	154	0.0396689459656237	240.350436241189	0.299337031868667	291.486079634727	9.69999999999999	2.17912204130039e-15
3157	Clade C	157	0.0412948834730091	243.53543524183	0.28782208682665	291.87214338222	10.1	2.1384405673184e-15
3158	Clade C	158	0.0585890211214949	250.529926471766	0.183419681006445	292.091030615039	8.69999999999999	1.30421674842904e-15
3161	Clade C	161	0.0484235698905028	246.690932869359	0.264093281104369	292.338931054995	10.4	1.36842587985155e-14
3163	Clade C	163	0.0595012211369384	252.604398171295	0.294913631211956	291.804846110627	10.9	1.35887851399578e-14
3165	Clade C	165	0.0339201543083597	237.657493529994	0.549108430367778	291.463960712143	12.4	3.84312002902809e-15
3166	Clade C	166	0.0445339005960211	244.735364275933	0.239060441686214	293.047378960352	10.3	1.12127029198851e-15
3167	Clade C	167	0.0485699594687453	248.909449636385	0.421849022256766	291.230484663097	11.6	4.84094159883218e-15
3168	Clade C	168	0.0359489352434599	240.189888974108	0.428116526283316	291.350945635239	11.4	1.01638477324791e-14
3169	Clade C	169	0.0547827060537714	250.992520801675	0.276862327336465	292.222524824375	10.9	2.16422309957864e-15
3170	Clade C	170	0.0507788508410185	249.484394391318	0.300342461928006	291.338926048428	10.3	1.14304456355485e-15
3172	Clade C	172	0.0387841234516729	242.435103539182	0.72508328816107	290.444418999516	12.6	9.82547376793264e-15
3175	Clade C	175	0.0505082977885179	249.011238780788	0.335598381884419	291.065277845123	10.5	5.23602883341385e-15
3176	Clade C	176	0.0399070368496694	242.814016388848	0.785010617800328	290.919790862395	13.4	1.20088981274602e-15
3180	Clade C	180	0.04010521701014	242.90403733815	0.549783432659298	291.290228006964	12.5	2.05391259555654e-15
3183	Clade C	183	0.125502279608966	260.506902453806	0.0717422211893521	294.036673498665	8.30000000000001	3.68219320629515e-16
3184	Clade C	184	0.0460210578854739	247.331648980082	0.35148527964133	291.392307228771	10.9	1.61419135573228e-14
3185	Clade C	185	0.0534637803581878	249.956233169184	0.243302259511472	292.720228358211	10.6	3.36930281574633e-15
3186	Clade C	186	0.0413190798392263	244.164891010384	0.555268686491248	291.214210615674	12.5	1.58959746069124e-15
3187	Clade C	187	0.0518210431308926	249.29890209062	0.294850440457785	291.942366219795	10.8	2.11015403026018e-15
3188	Clade C	188	0.0383454393647088	240.896212230988	0.412109007176699	291.609789540679	11.5	2.96088383879724e-15
3189	Clade C	189	0.0672185875088139	254.790286718358	0.194857325718683	292.67871096306	10.1	3.57269786574577e-14
3190	Clade C	190	0.0378028379898369	240.519016954888	0.6152798095134	291.166322737888	12.7	3.56310681756815e-15
3194	Clade C	194	0.156229599115158	261.279131277375	0.0517675027196334	294.773037992541	8.10000000000002	1.28517606587833e-15
3196	Clade C	196	0.0356967757021797	238.082984546814	0.38610391469017	291.56010102572	11	3.03438393716525e-15
3197	Clade C	197	0.157177157453477	260.665440040485	0.0462020822542955	295.319515478023	8	3.5108334685767e-16
3200	Clade C	200	0.0669016353553916	254.618468112245	0.210255342664418	292.380949159361	10.1	4.32737819415705e-15
3201	Clade C	201	0.0494253162447241	247.966858063317	0.274800747114911	291.964054801763	10.3	1.38777878078145e-15
3206	Clade C	206	0.0672376491763881	254.965947619656	0.219940034540414	292.192748245032	10.2	2.43047574055462e-15
3208	Clade C	208	0.0467909057653434	246.814177681666	0.288968985831237	291.891047122945	10.4	1.59733277382148e-15
3209	Clade C	209	0.106884936814872	259.664373909037	0.0905472313039075	294.278169372237	9	3.4985239719873e-15
3211	Clade C	211	0.035889852218163	239.93631011605	0.760182027830754	291.032577275557	13.3	8.45520665245115e-16
3212	Clade C	212	0.0448222924572352	245.766060072788	0.270449671473644	292.694990744125	10.7	2.42984173095976e-15
3213	Clade C	213	0.101126785158342	259.941723393435	0.107704511671453	293.864379237373	9.39999999999998	1.49365231817119e-15
3217	Clade C	217	0.0365073796028666	239.890475616375	0.601844023246533	291.010289614902	12.4	1.05074559415646e-14
3218	Clade C	218	0.0679139309222007	254.982639086248	0.190200371380939	293.206722258883	10.4	1.05325004057301e-15
3219	Clade C	219	0.0399551390991167	243.943589160496	1.12736828174573	290.602534685762	14.1	2.50367600209674e-14
3220	Clade C	220	0.0629604643559326	254.08995409159	0.195309415927828	292.927307966436	10.2	1.66255666254855e-15
3221	Clade C	221	0.0536811912649134	249.079853377672	0.232774175109943	292.176858828535	9.80000000000001	1.24622225431657e-15
3224	Clade C	224	0.0445014419140925	247.071046396805	0.315435846209662	292.290013537386	11.2	3.34543929743511e-15
3225	Clade C	225	0.0353703974262611	238.448704244157	0.39004780225963	291.5854506315	11.1	2.84193240855273e-15
3227	Clade C	227	0.056772237633598	251.199389962992	0.201977085045832	293.468454421661	10.5	5.55111512312578e-16
3231	Clade C	231	0.065293779682008	253.940371110682	0.208323728262262	292.533754644913	10.1	7.21644966006352e-16
3232	Clade C	232	0.108829881454776	259.741053819476	0.0828266760395083	294.429064593885	8.89999999999998	1.07066031162983e-15
3233	Clade C	233	0.0455486724405835	247.189727185319	0.337447356344673	292.188840357422	11.5	5.32444257940492e-16
3234	Clade C	234	0.0276565188907716	227.166620043496	0.501374198810729	291.103210375788	11.3	6.69364132787414e-15
3235	Clade C	235	0.0535913264022289	249.377911700391	0.246629138598767	291.983780183819	10	9.74359076781256e-15
3236	Clade C	236	0.0541041272691586	250.521422764538	0.209171554316548	292.631205307565	9.80000000000001	2.48067155389546e-15
3237	Clade C	237	0.042060603940924	242.622250254362	0.215740507845709	293.490346441623	10	2.71947991102104e-16
3238	Clade C	238	0.0416303358807644	243.539937944916	0.320793813056782	291.582701668964	10.4	1.60503080768326e-15
3239	Clade C	239	0.0390868998426946	240.920390757489	0.398737609673126	291.714966959172	11.4	3.07924313788425e-15
3240	Clade C	240	0.0345592417965723	236.692587757584	0.432457353904097	292.269618472708	12.1	3.84592537276713e-16
3241	Clade C	241	0.0392677729052204	240.759604397046	0.26495624542026	292.643012749933	10.2	2.93947139848288e-15
3244	Clade C	244	0.0737260621394305	256.021693031138	0.133840374320428	293.436701780053	9.19999999999999	2.98936698014091e-16
3245	Clade C	245	0.0577010106865376	250.423684822202	0.176633520096016	292.86820949788	9.19999999999999	2.29684725301129e-15
3246	Clade C	246	0.0405153039224421	243.086150421212	0.464784831932777	291.418398843766	11.9	1.78328223345947e-15
3250	Clade C	250	0.0737677829595382	256.244833158892	0.193440674573257	292.424737570581	10	4.42575686544125e-14
3251	Clade C	251	0.0328341337418545	236.709099840728	0.43807294605724	291.579197683174	11.5	3.55444797896667e-16
3253	Clade C	253	0.0283495579035975	229.091341062033	0.613376922739963	291.266742398169	12.4	6.11530353197072e-15
3254	Clade C	254	0.0308275524343266	231.71439076298	0.844783470293624	290.752835601942	13.2	1.17160095167411e-14
3256	Clade C	256	0.0399529276138419	241.201330498873	0.317087761530735	291.353222330349	10	2.33212910512037e-15
3257	Clade C	257	0.0375695155577987	239.558954261559	0.363904137032606	291.849450101937	11	4.01718212059268e-15
3258	Clade C	258	0.0380404320345438	240.822223612545	0.59990129943193	291.200465127726	12.7	5.50232848217619e-15
3260	Clade C	260	0.0554827421305562	250.55794371427	0.183973207596342	293.649301531263	10.1	1.07066031162983e-15
3262	Clade C	262	0.0437146791437395	244.424621838577	0.250325076818795	292.23215315896	9.80000000000001	6.75322301446426e-16
3263	Clade C	263	0.0392890766554902	242.235918665266	0.542002490976817	291.248204058592	12.4	3.05916308584006e-15
3265	Clade C	265	0.04563500683116	246.233007974528	0.375061499852415	292.053218154726	11.8	2.03204178125506e-15
3267	Clade C	267	0.0487370805011507	249.847988618267	0.464167885365006	291.211285493218	12.1	1.01146131238842e-15
3272	Clade C	272	0.0471531572227418	247.663677447913	0.297832262902779	292.255783287677	11	1.4278780275104e-14
3275	Clade C	275	0.053243178794862	250.934074160214	0.346994693685609	291.581998928924	11.3	1.6551262045223e-15
3277	Clade C	277	0.0504911419371549	248.511957113963	0.326030220208426	291.549014725538	10.8	5.21332172181927e-15
3279	Clade C	279	0.0640795169171172	254.525968138932	0.225170954331616	291.888646787064	10	3.9705027581877e-15
3280	Clade C	280	0.0565821739672568	251.288605833184	0.221487884282731	292.144874434232	9.80000000000001	2.10726793601923e-14
3281	Clade C	281	0.0321360655696555	234.500290886745	0.853873632556305	290.580673552301	13.1	8.54943818326002e-15
3282	Clade C	282	0.0470097282309975	247.503508441224	0.40052958576964	291.605187918358	11.7	2.51030730748947e-15
3286	Clade C	286	0.0406790365942625	242.864064979319	0.430838069130274	291.400988721393	11.6	4.56543363002206e-15
3288	Clade C	288	0.0573112815212763	251.81391850072	0.23909562987111	291.510161669037	9.60000000000002	1.92296268638356e-16
3289	Clade C	289	0.160571839319811	260.728190851922	0.0480294997979969	294.673185325159	7.69999999999999	9.30536459788923e-16
3291	Clade C	291	0.0621506507913292	253.103414810425	0.19655338433174	292.633371649688	9.80000000000001	1.38791200115013e-14
3292	Clade C	292	0.0818857001576647	257.559125963612	0.180646465360188	292.020667712081	9.60000000000002	3.13281646391827e-15
3294	Clade C	294	0.028385547004854	228.508137764457	0.757794673350691	290.718217271452	12.7	1.33323872078204e-14
3298	Clade C	298	0.0453762734725171	246.017931143955	0.45081183336724	291.086645987387	11.6	7.39632712123596e-15
3300	Clade C	300	0.0522025396236271	250.618231066448	0.322151794810175	291.914123838152	11.2	2.86998557246466e-15
3301	Clade C	301	0.0490893943760137	246.647561723723	0.235113680414276	292.133274864666	9.60000000000002	1.08353444527549e-15
3302	Clade C	302	0.0472491590900603	246.189737049845	0.22362381730764	291.961619641741	9.10000000000002	3.05311331771918e-15
3303	Clade C	303	0.0393446305377049	243.275737338474	0.477905304882952	291.448531387793	12.1	4.97653678182572e-15
3310	Clade C	310	0.0522261806498416	250.771727882916	0.445083294653535	290.989535583619	11.7	1.39221259009941e-15
3311	Clade C	311	0.0729353452405664	256.25054007461	0.186988034684841	291.802294172127	9.30000000000001	4.62977644266461e-15
3312	Clade C	312	0.0504419378470569	246.779180633916	0.208327323882654	291.400548460295	8.30000000000001	4.3030989829792e-15
3313	Clade C	313	0.0554424085079862	251.892797210345	0.275409018875593	292.095056083709	10.8	3.38223299267145e-14
3314	Clade C	314	0.0368005971748278	238.984322370162	0.453963751053373	290.966461454715	11.2	3.62356454183645e-15
3315	Clade C	315	0.0691700870367583	254.928452897647	0.225087731094682	291.683092031513	9.89999999999998	6.58901230673876e-15
3316	Clade C	316	0.0472142237107488	248.210256395615	0.356825921817084	291.576213647163	11.2	5.49896725493389e-15
3318	Clade C	318	0.0458785495878173	247.692177397682	0.707118915704797	290.808907091241	13.1	6.66596247190924e-15
3319	Clade C	319	0.0412506023560999	244.851441391888	0.424303823153895	291.692641524355	11.9	4.69061016123487e-15
3324	Clade C	324	0.0469268681002687	248.046252185601	0.454687904973892	291.403502020562	12.1	1.03554709841456e-15
3326	Clade C	326	0.0457588408485636	246.380294821747	0.322023475053742	291.756064568461	10.8	3.54967661458886e-15
3327	Clade C	327	0.0389543233089166	242.300179549338	0.305800848040264	291.520966170864	10	1.24895155848304e-14
3328	Clade C	328	0.0879384231267878	256.390003378525	0.100337068019017	293.517419241329	8.10000000000002	1.3287936532864e-15
3330	Clade C	330	0.0449739736209494	246.471679438704	0.51461442800712	291.32175832116	12.4	2.17912204130039e-15
3331	Clade C	331	0.0443415570864331	247.160241792241	0.559652592270944	291.362759766322	12.8	4.12877598372209e-15
3332	Clade C	332	0.0486855138391988	247.232703109744	0.262528182410653	292.637850909042	10.7	1.91654209187676e-15
3334	Clade C	334	0.0706556618865355	255.042027572239	0.214907984047386	291.694849457493	9.69999999999999	3.20814114758148e-15
3336	Clade C	336	0.0540715301902183	250.541621249918	0.284242072852185	291.739179409268	10.5	8.15843973306311e-16
3339	Clade C	339	0.0370062114138885	240.981515881731	0.753429055243076	291.008328971515	13.3	8.71666492541785e-15
3341	Clade C	341	0.0337052665185638	236.093656966342	0.446011244185432	291.167338801418	11.2	1.3414875847489e-15
3343	Clade C	343	0.0393703394551994	242.804371980806	0.637012281267733	291.279811186762	13	2.66915717976242e-15
3344	Clade C	344	0.0386768210610292	241.320140796841	0.490793095043774	291.383068964806	12	3.63714552939624e-15
3345	Clade C	345	0.0268765258510734	227.125299341107	0.594977568803558	291.447876236029	12.4	4.57756679852224e-16
3346	Clade C	346	0.0483708423580497	247.929087209204	0.298614256977825	291.915222241934	10.7	1.9618303700533e-15
3350	Clade C	350	0.0474357541154594	247.433334539413	0.30408049934293	291.745566497534	10.6	3.5769173608784e-15
3351	Clade C	351	0.0455520417136329	246.951506048762	0.368009426657181	291.703490010103	11.4	3.07724102900035e-15
3352	Clade C	352	0.0892089320251719	258.042831315879	0.113963151492479	292.914673825579	8.5	2.5438405243138e-16
3353	Clade C	353	0.143047798563481	261.371902002162	0.06680924178654	294.07023475791	8.39999999999998	3.85232991570949e-15
3354	Clade C	354	0.0338684686072825	238.499227832393	0.443328569921572	291.169192523909	11.3	4.01372878989231e-15
3356	Clade C	356	0.0507696573901736	248.43347253756	0.262972630981205	292.385981765407	10.5	3.93150650027114e-15
3357	Clade C	357	0.0574048176871485	251.369833577471	0.234360614842566	292.452061846843	10.3	1.59056643210747e-15
3358	Clade C	358	0.0574260713821003	251.332415806354	0.236258840057447	292.004662038204	10	9.55646677485394e-15
3359	Clade C	359	0.0246827652911493	221.826074153827	1.00219244725147	290.560816050472	13.4	2.77777712014356e-15
3363	Clade C	363	0.0415093211372755	244.009408038718	0.544852560410123	291.046578953178	12.3	7.12102275405283e-15
3364	Clade C	364	0.0457866191708604	246.423904923307	0.325186311517314	291.714384112665	10.8	1.21745459266472e-15
3366	Clade C	366	0.0466794212244468	245.684837215177	0.283257394888751	291.56201523738	9.89999999999998	2.53959725109396e-15
3368	Clade C	368	0.0463827428848541	245.134323369962	0.252783916419136	292.277622386219	10	2.32153448313249e-15
3369	Clade C	369	0.0842213435432171	257.560540384872	0.146856215409687	292.220201533718	8.89999999999998	2.44564266304156e-15
3370	Clade C	370	0.0343399617947349	236.237708717796	0.397544219141728	291.861930045519	11.3	1.69468189731001e-15
3371	Clade C	371	0.0360303494338219	238.923646534107	0.424131455589544	291.460334660475	11.4	1.06053905516117e-15
3372	Clade C	372	0.032977950803024	235.365764868485	0.400474898024833	291.750304615918	11.2	3.33066907387547e-16
3375	Clade C	375	0.0498867594262856	248.736526462484	0.34978708114604	291.482648287883	11.1	4.24360876519012e-15
3377	Clade C	377	0.0586999874666887	252.578248207821	0.240690564439706	291.793078781609	10	9.17194744701661e-16
3378	Clade C	378	0.0399071023676466	244.231226471728	0.507881556568849	291.292979690178	12.2	3.33251893187639e-15
3379	Clade C	379	0.0792724136752078	256.794051509335	0.133124819953104	293.475636021386	9.30000000000001	3.04705153811057e-15
3382	Clade C	382	0.0540908125800024	250.954599808887	0.289122591231447	292.439706892494	11.3	4.14813554445046e-15
3383	Clade C	383	0.0428679318156614	245.709522762156	0.508007678940737	291.108146252697	12.1	5.1178752665209e-16
3384	Clade C	384	0.0380170806520134	239.372149610704	0.608481461791751	291.011615582565	12.5	5.68061100623842e-15
3388	Clade C	388	0.0362639384481152	239.606149649013	0.633367634727162	291.238390763425	12.9	4.88876469446708e-15
3389	Clade C	389	0.0411761948528545	243.577287639414	0.418710765722348	291.001918561054	11.1	5.68820033628436e-16
3392	Clade C	392	0.0404942775931179	244.053918133295	0.561690127673449	291.02793249119	12.4	1.67271964871755e-15
3394	Clade C	394	0.0782483411871416	257.593314961376	0.182546036012886	292.342170199308	9.89999999999998	1.81925042004408e-14
3395	Clade C	395	0.0448605909534726	244.744792623739	0.359267108337811	291.744713430576	11.2	3.99063021641309e-15
3397	Clade C	397	0.0506548395641906	249.426736867798	0.280883932035341	292.154127976786	10.7	2.09770463529448e-15
3398	Clade C	398	0.0480727187841673	248.128874606494	0.214737448564039	293.149345981767	10.2	1.68739290912997e-15
